price
26.0
40.0
30.0
24.0
16.0
28.0
20.0
50.0
25.0
20.0
40.0
41.0
17.0
33.0
95.0
30.0
60.0
25.0
35.0
75.0
10.0
80.0
50.0
38.0
10.0
32.0
22.0
63.0
75.0
18.0
75.0
26.0
42.0
16.0
28.0
100.0
50.0
15.0
24.0
63.0
65.0
105.0
28.0
40.0
18.0
49.0
58.0
15.0
45.0
35.0
45.0
18.0
45.0
70.0
35.0
65.0
90.0
22.0
55.0
29.0
28.0
15.0
36.0
18.0
45.0
114.0
28.0
16.0
9.0
30.0
85.0
30.0
40.0
35.0
10.0
19.0
27.0
50.0
24.0
18.0
17.0
25.0
40.0
9.0
11.0
18.0
80.0
170.0
10.0
13.0
13.0
23.0
40.0
13.0
50.0
17.0
10.0
21.0
16.0
30.0
85.0
16.0
85.0
24.0
39.0
18.0
25.0
14.0
32.0
24.0
20.0
55.0
60.0
29.0
35.0
45.0
10.0
42.0
20.0
18.0
12.0
40.0
15.0
43.0
21.0
10.0
45.0
12.0
34.0
20.0
65.0
15.0
23.0
29.0
25.0
125.0
25.0
17.0
36.0
40.0
40.0
33.0
69.0
12.0
15.0
15.0
55.0
35.0
32.0
25.0
45.0
22.0
27.0
80.0
33.0
16.0
50.0
33.0
45.0
79.0
19.0
60.0
16.0
18.0
25.0
20.0
24.0
35.0
90.0
165.0
28.0
69.0
35.0
25.0
9.0
18.0
34.0
59.0
11.0
100.0
95.0
48.0
64.0
18.0
17.0
28.0
25.0
28.0
350.0
28.0
30.0
24.0
100.0
50.0
37.0
12.0
39.0
10.0
45.0
12.0
42.0
32.0
22.0
33.0
48.0
35.0
20.0
9.0
36.0
46.0
15.0
15.0
24.0
36.0
25.0
64.0
110.0
25.0
55.0
16.0
50.0
25.0
37.0
74.0
42.0
16.0
40.0
55.0
22.0
38.0
36.0
65.0
38.0
16.0
80.0
30.0
39.0
12.0
29.0
20.0
24.0
36.0
13.0
52.0
49.0
20.0
48.0
128.0
15.0
11.0
50.0
60.0
15.0
55.0
35.0
16.0
23.0
19.0
62.0
50.0
62.0
15.0
17.0
35.0
34.0
52.0
20.0
15.0
22.0
49.0
45.0
400.0
125.0
18.0
20.0
38.0
16.0
20.0
75.0
13.0
205.0
16.0
11.0
11.0
36.0
25.0
70.0
38.0
20.0
40.0
35.0
25.0
95.0
29.0
13.0
90.0
13.0
25.0
44.0
20.0
24.0
45.0
40.0
16.0
24.0
30.0
23.0
17.0
75.0
25.0
12.0
15.0
16.0
24.0
19.0
15.0
41.0
29.0
39.0
55.0
40.0
19.0
7.0
18.0
20.0
35.0
20.0
24.0
22.0
51.0
18.0
40.0
15.0
25.0
35.0
16.0
12.0
55.0
30.0
14.0
13.0
12.0
9.0
8.0
15.0
22.0
28.0
10.0
55.0
30.0
33.0
63.0
14.0
22.0
8.0
15.0
16.0
25.0
16.0
18.0
17.0
12.0
11.0
32.0
50.0
25.0
22.0
56.0
20.0
32.0
24.0
22.0
12.0
40.0
12.0
22.0
22.0
20.0
60.0
90.0
18.0
65.0
15.0
65.0
62.0
30.0
25.0
40.0
20.0
19.0
35.0
38.0
56.0
17.0
17.0
45.0
10.0
19.0
34.0
15.0
9.0
15.0
22.0
55.0
13.0
10.0
30.0
26.0
23.0
22.0
52.0
12.0
17.0
16.0
14.0
80.0
20.0
33.0
25.0
80.0
45.0
28.0
75.0
75.0
17.0
35.0
15.0
50.0
7.0
21.0
18.0
60.0
20.0
25.0
27.0
10.0
25.0
18.0
17.0
23.0
25.0
16.0
20.0
38.0
38.0
16.0
20.0
23.0
26.0
45.0
17.0
112.0
19.0
22.0
20.0
35.0
32.0
24.0
40.0
75.0
21.0
61.0
45.0
35.0
22.0
32.0
15.0
30.0
30.0
22.0
24.0
20.0
70.0
16.0
12.0
25.0
16.0
32.0
28.0
29.0
32.0
25.0
21.0
19.0
28.0
33.0
30.0
30.0
16.0
28.0
50.0
10.0
19.0
15.0
115.0
24.0
35.0
70.0
58.0
12.0
9.0
15.0
40.0
20.0
15.0
28.0
32.0
18.0
145.0
40.0
22.0
44.0
24.0
50.0
36.0
15.0
25.0
12.0
49.0
25.0
30.0
60.0
14.0
15.0
19.0
84.0
15.0
35.0
9.0
22.0
18.0
16.0
12.0
25.0
63.0
49.0
14.0
12.0
23.0
19.0
30.0
10.0
10.0
18.0
68.0
14.0
16.0
60.0
25.0
12.0
28.0
20.0
24.0
15.0
9.0
16.0
18.0
18.0
40.0
40.0
28.0
45.0
45.0
11.0
50.0
13.0
17.0
15.0
39.0
21.0
22.0
28.0
25.0
50.0
35.0
20.0
13.0
18.0
13.0
95.0
13.0
12.0
10.0
33.0
16.0
23.0
25.0
24.0
15.0
17.0
30.0
23.0
27.0
37.0
52.0
12.0
51.0
20.0
55.0
35.0
10.0
25.0
32.0
10.0
35.0
78.0
22.0
18.0
20.0
36.0
10.0
28.0
13.0
11.0
32.0
25.0
18.0
13.0
45.0
15.0
20.0
12.0
35.0
150.0
40.0
38.0
29.0
19.0
14.0
30.0
29.0
55.0
20.0
60.0
25.0
19.0
74.0
120.0
25.0
38.0
22.0
16.0
20.0
16.0
25.0
20.0
17.0
66.0
10.0
50.0
22.0
25.0
21.0
120.0
20.0
51.0
12.0
30.0
55.0
29.0
42.0
15.0
54.0
20.0
35.0
9.0
15.0
44.0
30.0
9.0
48.0
68.0
15.0
50.0
9.0
37.0
25.0
16.0
16.0
20.0
14.0
50.0
20.0
103.0
12.0
13.0
30.0
47.0
42.0
165.0
20.0
35.0
15.0
8.0
40.0
23.0
15.0
15.0
72.0
40.0
10.0
55.0
25.0
13.0
30.0
37.0
29.0
22.0
10.0
60.0
15.0
17.0
35.0
30.0
12.0
25.0
50.0
110.0
55.0
18.0
35.0
12.0
36.0
34.0
165.0
23.0
10.0
18.0
60.0
103.0
12.0
60.0
22.0
12.0
15.0
25.0
65.0
70.0
54.0
45.0
20.0
22.0
34.0
17.0
19.0
28.0
60.0
15.0
15.0
18.0
10.0
62.0
16.0
40.0
35.0
40.0
32.0
25.0
17.0
17.0
10.0
50.0
39.0
13.0
25.0
16.0
45.0
10.0
100.0
12.0
54.0
100.0
21.0
36.0
32.0
42.0
25.0
27.0
19.0
30.0
87.0
25.0
11.0
40.0
45.0
15.0
35.0
31.0
24.0
235.0
17.0
18.0
80.0
46.0
25.0
20.0
11.0
20.0
15.0
34.0
65.0
45.0
30.0
15.0
50.0
25.0
20.0
90.0
23.0
30.0
10.0
13.0
15.0
25.0
16.0
17.0
54.0
34.0
22.0
21.0
34.0
18.0
42.0
15.0
18.0
10.0
17.0
13.0
12.0
18.0
27.0
18.0
40.0
18.0
92.0
45.0
20.0
16.0
32.0
15.0
25.0
55.0
17.0
27.0
25.0
22.0
27.0
14.0
79.0
125.0
48.0
225.0
81.0
24.0
27.0
25.0
20.0
13.0
23.0
15.0
16.0
10.0
40.0
10.0
35.0
50.0
15.0
38.0
12.0
13.0
20.0
32.0
18.0
13.0
34.0
20.0
60.0
25.0
36.0
24.0
67.0
85.0
40.0
31.0
28.0
26.0
75.0
17.0
27.0
30.0
21.0
25.0
85.0
20.0
37.0
36.0
12.0
25.0
35.0
28.0
50.0
11.0
40.0
18.0
150.0
50.0
16.0
40.0
35.0
11.0
11.0
14.0
12.0
11.0
25.0
20.0
35.0
48.0
25.0
14.0
40.0
188.0
12.0
15.0
36.0
40.0
28.0
55.0
16.0
36.0
10.0
70.0
28.0
25.0
12.0
82.0
25.0
38.0
52.0
13.0
34.0
35.0
30.0
35.0
36.0
44.0
75.0
38.0
22.0
20.0
28.0
30.0
24.0
25.0
35.0
59.0
25.0
15.0
50.0
60.0
30.0
50.0
26.0
70.0
15.0
19.0
30.0
39.0
126.0
30.0
45.0
30.0
20.0
25.0
15.0
30.0
24.0
12.0
24.0
95.0
15.0
10.0
35.0
13.0
42.0
24.0
25.0
25.0
20.0
18.0
170.0
100.0
34.0
18.0
15.0
65.0
20.0
12.0
16.0
50.0
23.0
39.0
47.0
17.0
9.0
47.0
13.0
25.0
190.0
16.0
50.0
90.0
85.0
9.0
9.0
15.0
77.0
25.0
13.0
15.0
18.0
12.0
17.0
70.0
72.0
45.0
15.0
9.0
29.0
65.0
80.0
15.0
225.0
36.0
23.0
27.0
9.0
93.0
32.0
18.0
20.0
13.0
20.0
14.0
34.0
16.0
17.0
22.0
25.0
10.0
19.0
60.0
200.0
12.0
13.0
55.0
67.0
35.0
40.0
19.0
36.0
15.0
80.0
19.0
19.0
20.0
24.0
48.0
16.0
200.0
13.0
15.0
17.0
14.0
25.0
16.0
20.0
10.0
10.0
67.0
25.0
60.0
16.0
105.0
22.0
31.0
14.0
12.0
15.0
25.0
25.0
29.0
15.0
25.0
28.0
29.0
60.0
14.0
35.0
12.0
120.0
65.0
75.0
7.0
18.0
33.0
19.0
19.0
21.0
60.0
13.0
11.0
45.0
15.0
42.0
12.0
23.0
95.0
45.0
8.0
11.0
19.0
75.0
13.0
38.0
10.0
99.0
33.0
80.0
28.0
36.0
26.0
10.0
30.0
18.0
14.0
15.0
200.0
17.0
95.0
27.0
13.0
85.0
45.0
55.0
16.0
15.0
36.0
40.0
110.0
72.0
70.0
15.0
13.0
12.0
120.0
120.0
25.0
8.0
67.0
10.0
14.0
106.0
80.0
34.0
22.0
25.0
92.0
16.0
19.0
34.0
18.0
16.0
20.0
39.0
11.0
38.0
45.0
20.0
33.0
272.0
48.0
50.0
16.0
9.0
195.0
37.0
25.0
14.0
9.0
15.0
20.0
40.0
58.0
60.0
18.0
12.0
10.0
44.0
68.0
40.0
26.0
24.0
75.0
120.0
13.0
28.0
27.0
28.0
48.0
14.0
23.0
50.0
33.0
18.0
20.0
10.0
13.0
10.0
26.0
36.0
80.0
56.0
48.0
13.0
18.0
70.0
37.0
32.0
16.0
39.0
75.0
12.0
25.0
15.0
54.0
32.0
35.0
10.0
18.0
7.0
50.0
30.0
79.0
11.0
10.0
12.0
55.0
28.0
26.0
15.0
67.0
21.0
34.0
22.0
24.0
80.0
65.0
11.0
38.0
49.0
9.0
15.0
25.0
75.0
14.0
22.0
24.0
36.0
40.0
14.0
25.0
60.0
80.0
30.0
20.0
14.0
60.0
10.0
65.0
32.0
13.0
100.0
65.0
14.0
15.0
24.0
17.0
40.0
18.0
8.0
35.0
77.0
25.0
15.0
13.0
23.0
42.0
25.0
30.0
19.0
11.0
24.0
100.0
11.0
15.0
12.0
25.0
25.0
60.0
38.0
60.0
32.0
35.0
14.0
15.0
20.0
65.0
19.0
10.0
90.0
12.0
78.0
22.0
56.0
25.0
70.0
35.0
38.0
22.0
56.0
55.0
25.0
20.0
9.0
20.0
14.0
25.0
40.0
104.0
25.0
70.0
15.0
30.0
23.0
12.0
34.0
40.0
27.0
20.0
50.0
28.0
16.0
13.0
29.0
20.0
13.0
11.0
96.0
21.0
17.0
279.0
19.0
19.0
150.0
42.0
20.0
65.0
50.0
28.0
16.0
20.0
125.0
60.0
30.0
30.0
28.0
37.0
10.0
25.0
22.0
11.0
18.0
35.0
15.0
100.0
13.0
16.0
50.0
18.0
12.0
33.0
20.0
17.0
18.0
34.0
14.0
16.0
70.0
55.0
39.0
18.0
19.0
19.0
36.0
62.0
22.0
23.0
35.0
59.0
30.0
15.0
45.0
45.0
30.0
22.0
42.0
18.0
29.0
9.0
95.0
15.0
25.0
30.0
75.0
15.0
38.0
55.0
23.0
90.0
16.0
25.0
65.0
35.0
35.0
33.0
9.0
60.0
38.0
15.0
20.0
40.0
12.0
19.0
44.0
65.0
15.0
25.0
25.0
15.0
20.0
20.0
58.0
16.0
54.0
8.0
30.0
36.0
20.0
15.0
38.0
23.0
28.0
55.0
25.0
25.0
18.0
10.0
22.0
24.0
10.0
50.0
25.0
45.0
92.0
40.0
45.0
26.0
85.0
30.0
17.0
65.0
26.0
40.0
20.0
17.0
14.0
17.0
40.0
24.0
60.0
25.0
476.0
70.0
20.0
21.0
30.0
41.0
36.0
12.0
15.0
21.0
20.0
18.0
15.0
10.0
19.0
43.0
39.0
22.0
11.0
22.0
40.0
50.0
12.0
13.0
26.0
24.0
38.0
34.0
25.0
50.0
18.0
35.0
13.0
15.0
55.0
15.0
20.0
65.0
50.0
46.0
36.0
125.0
12.0
50.0
25.0
45.0
17.0
30.0
17.0
15.0
75.0
55.0
15.0
24.0
16.0
15.0
32.0
18.0
68.0
70.0
17.0
9.0
49.0
15.0
14.0
11.0
40.0
10.0
20.0
24.0
14.0
32.0
30.0
27.0
40.0
24.0
75.0
30.0
42.0
48.0
20.0
10.0
40.0
50.0
16.0
30.0
52.0
17.0
30.0
36.0
20.0
53.0
42.0
32.0
30.0
20.0
18.0
40.0
30.0
15.0
25.0
1900.0
42.0
12.0
33.0
28.0
22.0
94.0
15.0
20.0
37.0
12.0
60.0
40.0
18.0
764.0
30.0
7.0
18.0
14.0
20.0
58.0
45.0
25.0
15.0
26.0
16.0
48.0
30.0
46.0
46.0
15.0
28.0
300.0
15.0
30.0
40.0
34.0
15.0
24.0
32.0
45.0
15.0
18.0
45.0
48.0
50.0
52.0
15.0
30.0
19.0
36.0
16.0
25.0
19.0
99.0
25.0
20.0
15.0
42.0
18.0
26.0
20.0
38.0
19.0
40.0
35.0
15.0
75.0
44.0
135.0
40.0
38.0
18.0
60.0
12.0
19.0
24.0
12.0
60.0
50.0
30.0
9.0
15.0
12.0
25.0
19.0
40.0
60.0
35.0
15.0
45.0
24.0
75.0
15.0
40.0
35.0
22.0
25.0
34.0
50.0
24.0
29.0
50.0
14.0
20.0
18.0
40.0
24.0
100.0
65.0
15.0
50.0
15.0
23.0
20.0
16.0
20.0
26.0
29.0
60.0
10.0
10.0
34.0
40.0
25.0
40.0
50.0
50.0
90.0
20.0
11.0
32.0
29.0
25.0
30.0
30.0
25.0
22.0
40.0
17.0
30.0
35.0
35.0
65.0
15.0
130.0
27.0
15.0
20.0
19.0
38.0
23.0
22.0
52.0
21.0
28.0
18.0
13.0
25.0
30.0
55.0
14.0
27.0
9.0
30.0
42.0
25.0
16.0
18.0
42.0
50.0
46.0
52.0
11.0
20.0
17.0
22.0
21.0
22.0
75.0
