price
23.0
26.0
15.0
59.0
30.0
75.0
24.0
47.0
15.0
15.0
32.0
9.0
35.0
16.0
55.0
40.0
18.0
21.0
15.0
20.0
45.0
29.0
16.0
33.0
38.0
15.0
15.0
33.0
60.0
36.0
15.0
18.0
17.0
50.0
27.0
50.0
25.0
52.0
35.0
48.0
48.0
70.0
34.0
57.0
35.0
12.0
75.0
48.0
20.0
13.0
15.0
23.0
26.0
13.0
30.0
17.0
46.0
27.0
49.0
18.0
12.0
8.0
30.0
35.0
80.0
34.0
29.0
60.0
10.0
18.0
25.0
33.0
25.0
10.0
15.0
9.0
30.0
37.0
25.0
7.0
110.0
8.0
55.0
15.0
54.0
35.0
10.0
32.0
34.0
37.0
60.0
40.0
34.0
10.0
38.0
40.0
14.0
16.0
14.0
12.0
95.0
40.0
25.0
27.0
19.0
23.0
29.0
12.0
46.0
38.0
21.0
18.0
21.0
60.0
31.0
15.0
39.0
35.0
16.0
60.0
15.0
16.0
15.0
20.0
75.0
20.0
25.0
11.0
14.0
27.0
220.0
42.0
17.0
18.0
35.0
24.0
22.0
85.0
18.0
23.0
13.0
16.0
29.0
38.0
22.0
50.0
102.0
48.0
30.0
25.0
15.0
25.0
29.0
35.0
42.0
45.0
24.0
38.0
17.0
10.0
50.0
19.0
35.0
9.0
18.0
39.0
25.0
23.0
24.0
19.0
26.0
45.0
50.0
25.0
22.0
32.0
35.0
35.0
27.0
15.0
50.0
17.0
25.0
17.0
55.0
75.0
39.0
12.0
168.0
22.0
17.0
45.0
16.0
60.0
15.0
75.0
70.0
17.0
37.0
17.0
17.0
30.0
10.0
10.0
48.0
19.0
19.0
32.0
13.0
79.0
25.0
70.0
25.0
38.0
12.0
13.0
30.0
27.0
24.0
50.0
23.0
84.0
20.0
32.0
195.0
35.0
16.0
19.0
17.0
24.0
55.0
10.0
15.0
20.0
22.0
29.0
30.0
22.0
25.0
30.0
35.0
18.0
19.0
95.0
64.0
11.0
28.0
23.0
25.0
20.0
40.0
41.0
40.0
14.0
12.0
15.0
34.0
50.0
18.0
26.0
65.0
16.0
19.0
25.0
